"","Establishment.ID","Inspection.ID","Establishment.Name","Severity","Latitude","Longitude"
"1",1222579,105021821,"SAI-LILA KHAMAN DHOKLA HOUSE","C",43.76798,-79.22903
"2",1222807,105324376,"PHO BO TO","M",43.70463,-79.49224
"3",1223056,105008887,"PIZZA PIZZA","NA",43.60531,-79.54729
"4",9000004,104981919,"PAPINO'S PIZZA","C",43.7063,-79.50502
"5",9000031,105237382,"2-4-1 PIZZA","S",43.67153,-79.49335
"6",9000046,104989099,"2-4-1 PIZZA","M",43.64059,-79.43665
"7",9000072,105015495,"TIM HORTONS","NA",43.67203,-79.38093
"8",9000074,104689237,"OMNI KING EDWARD -BANQUET KITCHEN","M",43.64938,-79.3762
"9",9000097,105026860,"30 UP CLUB","NA",43.62153,-79.5179
"10",9000107,105137707,"STUDIO 123 EARLY LEARNING CENTRE","NA",43.64766,-79.39475
"11",9000116,105142608,"521 CAFE","NA",43.67804,-79.34821
"12",9000144,105195923,"7 WEST CAFE","S",43.6685,-79.38669
"13",9000174,105136220,"A & A CHILD CARE CENTRE","NA",43.8093,-79.29035
"14",9000191,105054316,"METRO DISTRIBUTION CENTRE","M",43.62509,-79.56145
"15",9000198,105126216,"A & W","NA",43.63279,-79.55468
"16",9000200,105046207,"A & W","M",43.70716,-79.39908
"17",9000239,105118243,"A.C. RANCH CAFFE","S",43.67785,-79.44478
"18",9000241,105054638,"FANTIS FOODS OF CANADA LTD.","NA",43.61348,-79.54028
"19",9000247,105040568,"A.R.K. MARKET","S",43.71858,-79.32959
"20",9000251,105015288,"A-1 DISCOUNT VARIETY","NA",43.61471,-79.48911
"21",9000263,105210375,"ABBIRAMI CATERING & TAKE-OUT","C",43.73529,-79.25231
"22",9000306,105231333,"ACROSS BOUNDARIES","S",43.69704,-79.46287
"23",9000316,105112041,"ADATH ISRAEL CONGREGATION","M",43.73855,-79.43123
"24",9000320,105147279,"ADEGA RESTAURANT","S",43.65733,-79.38327
"25",9000325,105431165,"RADISSON BLU - MAIN KITCHEN 3rd Fl","S",43.63882,-79.38561
"26",9000350,105286230,"AGINCOURT MONTESSORI SCHOOL","NA",43.78645,-79.27871
"27",9000353,105169939,"AGINCOURT TEMPLE CHILD CARE CENTRE","M",43.80345,-79.30939
"28",9000361,105021053,"AHMUTHA SURABI","M",43.75347,-79.2544
"29",9000372,105057001,"PINNACLE CATERERS NORTH","NA",43.64407,-79.37843
"30",9000373,105479340,"STAND 122 - ST. PATTIES BURGERS & POUTINE","S",43.64407,-79.37843
"31",9000375,105057102,"SCOTIABANK ARENA   STAND #4 - PIZZA PIZZA","NA",43.64407,-79.37843
"32",9000377,105057100,"SCOTIABANK ARENA  FOOD JUNCTION - #5","NA",43.64407,-79.37843
"33",9000378,105057027,"SCOTIABANK ARENA   STAND # 2 - TIM HORTONS","S",43.64407,-79.37843
"34",9000379,105282535,"PINNACLE SOUTH KITCHEN","M",43.64407,-79.37843
"35",9000381,105073024,"AIR-O-DOWN CHILDCARE CENTRE","NA",43.7304,-79.47966
"36",9000385,105486998,"AJI SAI RESTAURANT","M",43.67935,-79.34166
"37",9000418,105290220,"ALBANY CLUB OF TORONTO","NA",43.64967,-79.37492
"38",9000420,105200997,"ALBATROS PUB","NA",43.59951,-79.50999
"39",9000424,105337757,"ALBERTO'S SPORTS BAR & GRILL","C",43.74894,-79.56097
"40",9000429,105054647,"ALBION BAKERY SUPPLIES","NA",43.61361,-79.51903
"41",9000431,105112884,"ALBION CHILD CARE CENTRE","NA",43.74025,-79.58643
"42",9000444,105119630,"THE ALDERBUDS CHILD CARE CENTRE","NA",43.6435,-79.56609
"43",9000446,105002040,"ALDERWOOD ACTION AFTER SCHOOL INC.","NA",43.60161,-79.54817
"44",9000461,105273268,"ALEXANDRA PARK CHILD CARE CENTRE","NA",43.65013,-79.4
"45",9000469,105385754,"ALEX FARM PRODUCTS","M",43.64905,-79.37177
"46",9000485,105086782,"ALI'S WEST INDIAN ROTI SHOP","M",43.64073,-79.43591
"47",9000487,105001375,"AL KARAM SWEETS","NA",43.8286,-79.24913
"48",9000504,105077258,"CHURCH OF THE INCARNATION","NA",43.76749,-79.39009
"49",9000516,105121613,"ALLENBY DAYCARE INC.","M",43.70944,-79.41279
"50",9000539,105171381,"ALPHA VARIETY","M",43.6704,-79.34632
"51",9000599,105311956,"ARMOUR HEIGHTS CHILD CARE PROGRAM","S",43.74092,-79.41953
"52",9000607,105010721,"THE GRANGE LOTTERY","NA",43.65413,-79.3911
"53",9000643,105127868,"ANH DAO RESTAURANT","S",43.65634,-79.39914
"54",9000650,105068545,"ANNAPURNA","S",43.67275,-79.41409
"55",9000671,105077751,"ANNEX MART","NA",43.66531,-79.40973
"56",9000684,105112763,"ANTICA VILLAGE DAY CARE","M",43.77356,-79.52332
"57",9000698,105122521,"APACHE BURGER","NA",43.63932,-79.53784
"58",9000720,105016192,"APPLEWOOD HOMESTEAD","NA",43.64798,-79.56818
"59",9000728,105024048,"ARAMARK CANADA LTD.","NA",43.62158,-79.54984
"60",9000731,104569241,"ARARAT BAKERY","M",43.73036,-79.41918
"61",9000735,105144586,"ARBOR GLEN COMMUNITY CHILD CARE","NA",43.80949,-79.35571
"62",9000747,105038626,"ST. OSCAR ROMERO CATHOLIC SECONDARY SCHOOL","C",43.68034,-79.4808
"63",9000752,105021069,"ARGONAUT ROWING CLUB IN TRUST","S",43.63242,-79.43598
"64",9000761,105145460,"ARIZONA B-BAR & GRILL","C",43.68347,-79.59246
"65",9000771,105016131,"ARMENIAN KITCHEN","C",43.73093,-79.30585
"66",9000805,105084907,"ASIA GARDEN RESTAURANT","M",43.73816,-79.56634
"67",9000810,105292132,"ASIAN FOOD CENTRE","S",43.74227,-79.60457
"68",9000813,105090521,"ASIAN GOURMET","NA",43.74177,-79.58461
"69",9000836,105318616,"ASTORIA","C",43.67784,-79.35183
"70",9000848,105172264,"ATHENS PASTRIES","NA",43.67795,-79.34883
"71",9000851,105342499,"ATHENS RESTAURANT & TAVERN","M",43.67897,-79.34345
"72",9000853,105074769,"ATIN ITO COMPANY","NA",43.66346,-79.37241
"73",9000888,105183709,"AVALON CHILDREN'S MONTESSORI SCHOOL","NA",43.68405,-79.2755
"74",9000890,105063397,"AVELLINO SOCIAL CLUB","NA",43.7599,-79.57169
"75",9000891,105162428,"THE AVENUE DINER","M",43.67503,-79.39689
"76",9000897,105380613,"AVENUE ROAD CHILD CARE CENTRE","S",43.72206,-79.41583
"77",9000935,105149264,"B.A. GROCERY","NA",43.65757,-79.36198
"78",9000939,105111977,"MOTHERCRAFT BROOKFIELD PLACE","M",43.64694,-79.37726
"79",9000955,105276950,"BABY POINT LOUNGE","S",43.65733,-79.48737
"80",9000963,105211984,"BACK ALLEY BAR & GRILL","S",43.71736,-79.45825
"81",9000980,105010071,"BAGEL PLUS","S",43.75534,-79.44086
"82",9000990,105244414,"THE BAGEL HOUSE","C",43.70483,-79.375
"83",9000992,105213462,"WITHROW CHILDCARE CENTRE","M",43.67047,-79.35213
"84",9000994,105004367,"BAIRRADA CHURRASQUEIRA","S",43.65322,-79.42865
"85",9001004,105082265,"BAKERS BEST BAKERY","M",43.82716,-79.29117
"86",9001041,105005810,"BAKERY ON THE GO","C",43.71161,-79.27947
"87",9001053,105065990,"BALDWIN NATURALS","NA",43.65623,-79.39295
"88",9001061,105240641,"BALMY BEACH CLUB","S",43.67082,-79.28683
"89",9001062,105121744,"BALMY BEACH COMMUNITY DAY CARE CENTRE","NA",43.67644,-79.28983
"90",9001077,105138822,"BANGKOK GARDEN","S",43.6579,-79.38275
"91",9001088,105086078,"BMO Financial Group","S",43.81563,-79.33765
"92",9001103,105261798,"BANTING AND BEST CHILD CARE CENTRE","NA",43.82667,-79.28015
"93",9001121,105145620,"BARBERIAN'S STEAK HOUSE","S",43.65761,-79.38216
"94",9001126,105006497,"BARDI'S STEAK HOUSE TAVERN","S",43.6461,-79.38296
"95",9001179,105061798,"BASKIN-ROBBINS","M",43.73345,-79.41921
"96",9001193,104995627,"BASKIN-ROBBINS","NA",43.72039,-79.60006
"97",9001195,105424184,"BASKIN-ROBBINS","M",43.80927,-79.26368
"98",9001230,105093331,"BATHURST & BLOOR I.D.A.","NA",43.66553,-79.41148
"99",9001241,105309662,"BAYCREST - KITCHEN","C",43.73006,-79.43415
"100",9001245,105316860,"BAYCREST TERRACE","S",43.72875,-79.44084
"101",9001252,105005711,"BAYVIEW GARDENS CHILD CARE","NA",43.78162,-79.39063
"102",9001261,105067809,"BALMORAL CHEMISTS","NA",43.68604,-79.39359
"103",9001262,105307979,"LOFT Community Services","S",43.67726,-79.30234
"104",9001274,105271247,"BEACHES CO-OPERATIVE PLAY SCHOOL INC","NA",43.68022,-79.28657
"105",9001280,105074705,"BEATTY BUDDIES DAYCARE","NA",43.68603,-79.32157
"106",9001346,105022746,"BECKER'S","NA",43.72059,-79.53714
"107",9001368,105151646,"BELGIAN CHOCOLATE SHOP","S",43.67331,-79.28384
"108",9001370,105055732,"BELL CANADA","NA",43.77314,-79.25965
"109",9001372,105235887,"BELL CANADA CAFETERIA","M",43.72741,-79.33178
"110",9001377,105050583,"BELLAMY SMOKE & GIFT","NA",43.74686,-79.23168
"111",9001383,105263748,"BELMONT HOUSE","S",43.67468,-79.39097
"112",9001395,105256108,"BENDALE ACRES KITCHEN","S",43.7549,-79.25216
"113",9001425,105085638,"BERNARD'S PILIPINO SPECIALTIES","C",43.64006,-79.43933
"114",9001427,105123061,"BERNER TRAIL EARLY LEARNING & CHILD CARE CENTRE","NA",43.80157,-79.22136
"115",9001446,105096889,"BEST DEALS","NA",43.76105,-79.2254
"116",9001470,105292844,"BETH TIKVAH SYNAGOGUE","S",43.77922,-79.39117
"117",9001484,105168166,"BIAGIO RISTORANTE","S",43.65027,-79.37236
"118",9001490,105006412,"BIFF'S RESTAURANT","M",43.64741,-79.3768
"119",9001518,105343787,"BIGGERS RESTAURANT","S",43.6695,-79.48247
"120",9001532,105121631,"BILLY'S SOUVLAKI PLACE","M",43.66079,-79.42925
"121",9001557,105121866,"BIRCHMOUNT PLACE CENTRE FOR EARLY LEARNING","NA",43.78294,-79.29957
"122",9001562,105378061,"BIRDS AND BEES PRESCHOOL","S",43.72958,-79.26736
"123",9001563,105098464,"BIRKDALE COMMUNITY CENTRE","NA",43.76835,-79.26393
"124",9001568,105041007,"BISHOP STRACHAN SCHOOL (CAFETERIA)","S",43.69035,-79.40933
"125",9001571,105153342,"BISTRO 422","S",43.65674,-79.40697
"126",9001612,105006371,"BLACKHORN RESTAURANT","NA",43.76039,-79.30202
"127",9001613,105149072,"BLACKSMITH CHILDCARE CENTRE INC","NA",43.77117,-79.52681
"128",9001615,105090232,"BLAKE STREET JUNIOR PUBLIC SCHOOL","NA",43.67181,-79.33848
"129",9001616,105237704,"BLAKE STREET  EL CCC","NA",43.6748,-79.33979
"130",9001617,105142628,"BLAYDON COMMUNITY DAY CARE","NA",43.73537,-79.48626
"131",9001631,105009309,"BLOOR BAR & BILLIARDS","NA",43.66065,-79.43233
"132",9001638,105045754,"BLOOR FRUIT MARKET","M",43.66419,-79.41588
"133",9001643,105268736,"BLOOR MEAT MARKET","C",43.65036,-79.47874
"134",9001655,105108513,"BLOOR WEST NURSERY SCHOOL","NA",43.65681,-79.47921
"135",9001699,105162853,"BLUEWATER CURRY & ROTI WEST INDIAN RESTAURANT","S",43.73093,-79.30585
"136",9001709,105071331,"BO HONG YUEN CHINESE HERBS","NA",43.65342,-79.39534
"137",9001734,105074727,"BOB'S CONVENIENCE STORE","M",43.65951,-79.36602
"138",9001751,105119102,"BOLOGNA PASTIFICIO","S",43.70825,-79.45316
"139",9001753,105080690,"BOMBAY BAZAAR","S",43.75953,-79.2234
"140",9001756,105245310,"BOMBAY PALACE","S",43.65129,-79.37225
"141",9001763,105111012,"BONAVENTURE CHILD CARE CENTRE","NA",43.64005,-79.42731
"142",9001772,105036295,"BONCHEFF GREENHOUSES INC.","NA",43.63625,-79.5311
"143",9001795,105065508,"BOSTON DISCOUNT STORE","NA",43.66153,-79.33872
"144",9001797,105213403,"BOSTON VARIETY AND FISH","NA",43.67498,-79.45755
"145",9001806,105075979,"BOVINE CLUB","NA",43.64745,-79.40271
"146",9001821,105306205,"BRAEBURN WOODS DAY CARE","S",43.72804,-79.54887
"147",9001823,105158807,"BRAHMS CHILD CARE CENTRE","NA",43.79273,-79.35784
"148",9001828,104992654,"BRANT STREET DAY CARE","NA",43.64573,-79.39823
"149",9001829,104995147,"D.A.S. DAY CARE (BRANT STREET DAYCARE)","NA",43.64774,-79.37042
"150",9001836,105029978,"BRASS TAPS PIZZA PUB","M",43.65363,-79.42618
"151",9001846,105054207,"BRAZILIAN CANADIAN COFFEE","NA",43.70798,-79.57947
"152",9001852,105356240,"BREAD KING BAKERIES","S",43.70729,-79.2696
"153",9001854,105068565,"B & A BAKERY","NA",43.7741,-79.2438
"154",9001873,105191570,"BRENNAN HALL","S",43.6665,-79.3897
"155",9001878,105088493,"BRIAN'S PETIT AMIS CHILDREN'S CENTRE - NORTH YORK","NA",43.78173,-79.33181
"156",9001879,105118955,"BRIARCREST CHILD CARE CENTRE","NA",43.66647,-79.58008
"157",9001885,105320324,"BRIDLEGROVE DAY CARE CENTRE","M",43.79405,-79.32479
"158",9001886,105204043,"ROYAL CANADIAN LEGION #345","NA",43.71031,-79.29739
"159",9001894,105465508,"BRIONI SUPERMARKET LTD.","C",43.71131,-79.51691
"160",9001900,105120597,"THE BRITON HOUSE RETIREMENT HOME","S",43.70654,-79.38982
"161",9001912,105005722,"BROCK EARLY LEARNING CENTRE","NA",43.65306,-79.43785
"162",9001915,105257400,"BROOKHAVEN CHILDCARE CENTRE","S",43.70251,-79.4957
"163",9001916,105064218,"BROOKHAVEN PUBLIC SCHOOL - STUDENT NUTRITION PROGRAM","NA",43.70251,-79.4957
"164",9001936,105266807,"BROWN BROTHERS MEATS & POULTRY","M",43.64908,-79.37213
"165",9001950,104997280,"BRUNO'S FINE FOODS","S",43.65994,-79.51404
"166",9001954,105131760,"BRUNO'S FINE FOODS","S",43.73661,-79.41994
"167",9001971,105075342,"BUDDIES IN BAD TIMES THEATRE","NA",43.66332,-79.38307
"168",9001976,105087637,"THE NEW BUFFALO RESTAURANT","M",43.65482,-79.36847
"169",9001994,105147173,"BULK 'N BITS","NA",43.63279,-79.55468
"170",9002014,105122662,"BUN KING BAKERY","S",43.743,-79.60361
"171",9002020,105340138,"BUN SAIGON","S",43.6517,-79.3978
"172",9002028,105291884,"BUNTON LODGE SALVATION ARMY.","NA",43.66549,-79.37431
"173",9002032,105004330,"BUON GIORNO CAFFE","M",43.62287,-79.51957
"174",9002048,105346031,"BURGER KING","M",43.75187,-79.54544
"175",9002077,105088115,"BURROWS HALL (COMMUNITY)","NA",43.79406,-79.23437
"176",9002078,105356144,"BURWASH HALL","S",43.66696,-79.39212
"177",9002084,105027005,"BUSY BEE KING MART","NA",43.64378,-79.40325
"178",9002087,105280262,"BUT N BEN BUTCHER","M",43.77153,-79.25255
"179",9002095,105373254,"BUZZ BUZZ PIZZA","S",43.73093,-79.46677
"180",9002097,105074928,"BY THE WAY CAFE","NA",43.66599,-79.40756
"181",9002102,105054793,"C & C TRADING","NA",43.78407,-79.28829
"182",9002116,105372317,"SICK KIDS CCMH","M",43.66557,-79.37856
"183",9002170,105096022,"CAFE DIPLOMATICO","S",43.65524,-79.41381
"184",9002203,105040124,"CAFE MONDIALE","NA",43.73924,-79.51133
"185",9002206,105072372,"TRATTORIA  NERVOSA","M",43.67102,-79.39109
"186",9002219,105031389,"CAFE ON THE SQUARE","NA",43.65351,-79.38411
"187",9002221,105082824,"CAFE POLONEZ","M",43.64513,-79.44846
"188",9002233,105069813,"TWISTER KARAOKE","M",43.77931,-79.41579
"189",9002241,105142381,"MARRIOTT HOTEL - CAFETERIA","NA",43.65487,-79.38238
"190",9002244,105002626,"CAFFE DEMETRE","NA",43.64821,-79.50862
"191",9002259,105045495,"CALABRIA BAKERY","C",43.76175,-79.26967
"192",9002262,105017343,"CALDENSE BAKERY & PASTRIES","M",43.64929,-79.42263
"193",9002263,105058288,"CALDENSE BAKERY AND PASTRIES III","M",43.66648,-79.4514
"194",9002272,105061943,"CALEDONIA VARIETY","NA",43.68487,-79.45853
"195",9002274,105415545,"CALICO SAINTS CHILD CARE CENTRE NORTH YORK","C",43.73791,-79.5036
"196",9002279,105192393,"CALIFORNIA SANDWICHES","M",43.75629,-79.47409
"197",9002280,105080141,"CALIFORNIA SANDWICHES","S",43.65258,-79.41227
"198",9002289,105213497,"CAMBRIDGE PLACE CENTRE FOR EARLY LEARNING","S",43.69398,-79.2877
"199",9002325,105415231,"KING STREET SOCIAL KITCHEN AND BAR","S",43.64627,-79.39171
"200",9002334,104996408,"CANADIAN FRUIT INC.","M",43.6288,-79.48602
"201",9002343,105022788,"CANADIAN MOTHERCRAFT SOCIETY","NA",43.65449,-79.38148
"202",9002344,105122292,"MOTHERCRAFT:ROBERTSON HOUSE (32 HEATH STREET WEST)","NA",43.69024,-79.39661
"203",9002359,105103536,"CANADIANA COURT CHILD CARE CENTRE","NA",43.72712,-79.25228
"204",9002362,105429198,"CANADIANA RESTAURANT & BANQUET HALL","M",43.64027,-79.53813
"205",9002378,105061172,"CANOE","M",43.64724,-79.38123
"206",9002397,105025989,"CANTONESE GOURMET","M",43.62141,-79.52541
"207",9002409,105339354,"CAPRI BAGELS AND BUNS","C",43.76011,-79.57022
"208",9002411,105417733,"CAPRI BAKERY","C",43.73924,-79.52589
"209",9002416,105284593,"CAPTAIN COOKES FISH & CHIPS","M",43.65682,-79.36492
"210",9002417,105021878,"CAPTAIN JACK","C",43.67053,-79.29917
"211",9002429,105002969,"CARDINAL LEGER CHILD CARE CENTRE","NA",43.7931,-79.17571
"212",9002433,105257361,"CAREFREE LODGE","M",43.78502,-79.39404
"213",9002441,105137349,"CARIBBEAN CORNER","C",43.65485,-79.40026
"214",9002451,105002332,"CARIBBEAN QUEEN ROTI HUT","M",43.60043,-79.50579
"215",9002466,105048404,"CAROLE'S CHEESECAKE COMPANY","M",43.69955,-79.45875
"216",9002483,105080315,"CARLTON VILLAGE PUBLIC SCHOOL - SNP","NA",43.67236,-79.46003
"217",9002489,105155918,"CARMELITE DAY NURSERY","NA",43.65121,-79.42199
"218",9002511,105031655,"CASA BARCELONA","M",43.64802,-79.50967
"219",9002517,105153536,"CASA DA MADEIRA COMMUNITY CENTRE","S",43.66485,-79.45503
"220",9002523,105060787,"CASA DO ALENTEJO COMMUNITY CENTRE","NA",43.66883,-79.43755
"221",9002527,105175065,"CASA LOMA CHILD CARE CENTRE","S",43.67602,-79.41105
"222",9002552,105115775,"CAST FOR KIDS CHILD CARE CENTRE","NA",43.74543,-79.48826
"223",9002557,105113852,"CASTLEVIEW WYCHWOOD TOWERS","S",43.67339,-79.42117
"224",9002558,105010343,"CASTRO'S LOUNGE","NA",43.67135,-79.29489
"225",9002586,104995576,"CATTLEMEN MEAT MARKET","S",43.64003,-79.43948
"226",9002590,105007709,"CAVALLINO SPORTS CAFE","M",43.62442,-79.51198
"227",9002605,105124485,"CEDARBRAE DAY NURSERIES","NA",43.75837,-79.22343
"228",9002608,105076598,"CEDARBRAE GOLF & COUNTRY CLUB","NA",43.83914,-79.22995
"229",9002619,105315861,"CENTENNIAL COLLEGE EARLY CHILDHOOD EDUCATION + SATELLITE","M",43.69065,-79.32731
"230",9002620,105135874,"CENTENARY SEVEN OAKS CHILDCARE CENTRE","NA",43.78165,-79.20358
"231",9002627,105141460,"CENTENNIAL INFANT & CHILD CENTRE - DAY CARE PROGRAM (LICENSED) -1580 YONGE","NA",43.69057,-79.39548
"232",9002645,104560508,"ST. MONICA'S SATELLITE PROGRAM","NA",43.71017,-79.39763
"233",9002646,105138461,"CENTRAL EGLINTON CHILDREN'S CENTRE","S",43.70791,-79.39085
"234",9002647,105035487,"CENTRAL ETOBICOKE H.S.","M",43.67902,-79.55549
"235",9002653,105127939,"CENTRAL MONTESSORI SCHOOLS","NA",43.76666,-79.40042
"236",9002654,105134722,"CENTRAL NEIGHBOURHOOD HOUSE DAY CARE","S",43.66058,-79.36909
"237",9002663,105016048,"LEASIDE RETIREMENT RESIDENCE","C",43.70938,-79.34177
"238",9002664,105087733,"THE ANNEX RETIREMENT BY REVERA","C",43.67175,-79.4055
"239",9002667,105192012,"CENTRAL TECHNICAL SCHOOL and SNP","S",43.66373,-79.40876
"240",9002673,105084483,"CENTRE DES PIONEERS","NA",43.64941,-79.3627
"241",9002676,105422777,"CENTRE ISLAND FOOD SERVICES LTD","M",43.61522,-79.37728
"242",9002680,105118919,"CENTRO-CLINTON DAY CARE CENTRE","S",43.65765,-79.41406
"243",9002688,105330770,"C'EST WHAT?","M",43.64851,-79.37355
"244",9002694,105417081,"The Diner","M",43.78242,-79.25776
"245",9002699,105064169,"CHALKFARM P.S.","NA",43.72712,-79.5144
"246",9002701,105415312,"CHALLENGE","S",43.63984,-79.38039
"247",9002707,105155162,"CHAMPIONS CHILDREN'S CENTRE - NORTH YORK","S",43.71528,-79.33226
"248",9002721,105200690,"HOLLYWOOD GELATO","M",43.70678,-79.37589
"249",9002727,105086813,"CHARLES G. FRASER SCHOOL","M",43.64854,-79.40949
"250",9002748,105114720,"CHARLOTTETOWN BLVD CHILD","NA",43.7978,-79.13742
"251",9002751,105400339,"CHARTLAND CHILD CARE","M",43.79963,-79.27793
"252",9002762,105191161,"CHEER DAY CARE CENTRE OF SCARBOROUGH","NA",43.8175,-79.30483
"253",9002764,105485094,"CHEERS","M",43.68967,-79.26775
"254",9002773,105008277,"CHEESE MAGIC","S",43.65479,-79.40089
"255",9002778,105070901,"TORONTO HYDRO CAFETERIA","NA",43.65395,-79.33404
"256",9002795,105134706,"PENALTY BOX CHESSWOOD","S",43.75644,-79.47759
"257",9002806,105105339,"CHESTER JR. Y DAYCARE","M",43.68761,-79.35171
"258",9002807,105265331,"CHESTER LE JR. P.S. SNACK PROGRAM","NA",43.7986,-79.3311
"259",9002818,105137112,"CRANBERRIES","M",43.66786,-79.36929
"260",9002820,105191522,"CHIADO RESTAURANT","NA",43.6541,-79.42409
"261",9002826,105256986,"CHICAGO DELICATESEN AND BAKERY STORE","S",43.64772,-79.44946
"262",9002842,105290056,"CHICK-N-JOY TAKE OUT","S",43.76927,-79.18768
"263",9002843,105257206,"CHICK-N-JOY","M",43.6651,-79.32136
"264",9002851,105200176,"NETWORK CHILD CARE SERVICES","NA",43.66263,-79.42622
"265",9002852,105342472,"CHILDSPACE DAYCARE","M",43.67736,-79.34729
"266",9002853,105173971,"CHILDSPACE DAY CARE CORPORATION #1 (50 WOODMOUNT)","NA",43.68696,-79.3169
"267",9002857,105315826,"CHILDREN'S CIRCLE OF ST. BARNABAS","S",43.67708,-79.35219
"268",9002862,105169539,"CHILDREN'S PRIMARY CENTRE","S",43.65558,-79.39425
"269",9002863,105181324,"CHILDREN'S VILLAGE DAY CARE CENTRES. BRANCH 1","M",43.77437,-79.23157
"270",9002864,105456635,"CHILDREN'S VILLAGE DAY CARE CENTRES #3","M",43.74619,-79.21908
"271",9002870,105272405,"CHINA CHINA EXPRESS","M",43.70296,-79.5246
"272",9002871,105327866,"CHINA CHINA EXPRESS","M",43.78812,-79.32944
"273",9002879,105065313,"CHINA GOURMET","C",43.75501,-79.34877
"274",9002886,105359819,"CHINA WOK","C",43.64843,-79.38064
"275",9002887,105417287,"CHINA WOK SUPERB CHINESE FOOD","S",43.75851,-79.51944
"276",9002896,105017107,"CHIOVITTI BANANA CO. LTD","NA",43.6288,-79.48602
"277",9002903,104583147,"CHOCOLATE CHARM","M",43.73013,-79.43191
"278",9002913,105027082,"CHOICES","S",43.67246,-79.38232
"279",9002934,105374111,"CHOU'S GARDEN RESTAURANT","S",43.80355,-79.16943
"280",9002952,105153354,"YONGE STREET MISSION/DAVIS CENTRE DAYCARE","NA",43.66209,-79.36828
"281",9002956,105026847,"CHRISTIE GARDENS","S",43.67319,-79.42269
"282",9002973,105054168,"CHUCK E CHEESE'S","M",43.7749,-79.32625
"283",9002983,105009383,"CHUNG MOI RESTAURANT","M",43.73245,-79.26948
"284",9002993,105177935,"CHURCH STREET SCHOOL DAY CARE","NA",43.66362,-79.37918
"285",9002996,105115228,"CHURRASCO OF ST LAWRENCE","M",43.64908,-79.37213
"286",9002998,105439094,"BEIRA MAR RESTAURANT & SPORTS BAR","S",43.68465,-79.48463
"287",9003000,105397329,"CHURRASQUEIRA COSTA VERDE","S",43.68733,-79.43908
"288",9003012,105422641,"CIDER BAR - CENTRE ISLAND","M",43.61522,-79.37728
"289",9003026,105031214,"CINEPLEX ODEON VARSITY CINEMAS CONC #2","S",43.66964,-79.38869
"290",9003052,105480944,"CITY ADULT LEARNING CENTRE and SNP","M",43.67492,-79.36006
"291",9003063,104994300,"CITY FISH MARKET","C",43.70914,-79.45334
"292",9003108,105133903,"CLIFFWOOD COMMUNITY CHILD CARE","NA",43.8063,-79.36007
"293",9003132,105006430,"CLUB PARADISE","NA",43.65805,-79.44381
"294",9003137,104993354,"360 RESTAURANT","NA",43.64372,-79.38844
"295",9003141,105116861,"CENTRE FOR EARLY CHILDHOOD EDUCATION","NA",43.72224,-79.55212
"296",9003209,105023457,"MULLINS IRISH PUB","C",43.66616,-79.38741
"297",9003409,105017109,"COLD STORAGE BLOCK","NA",43.6288,-79.48602
"298",9003428,105469191,"UNIVERSITY OF TORONTO BANQUET","S",43.65425,-79.38523
"299",9003477,105349892,"STAND 15 - CHUNG CHUN","M",43.64407,-79.37843
"300",9003536,105375313,"COPERNICUS LODGE","M",43.6402,-79.44731
"301",9003542,105160454,"COPPI RISTORANTE","S",43.73169,-79.40356
"302",9003546,105008413,"CORAL SEA FISH SHOP","M",43.65468,-79.40148
"303",9003564,105173814,"CORNELL JUNIOR PS - SNP","S",43.7594,-79.21804
"304",9003572,104999626,"CORNER STORE VIDEO","NA",43.6862,-79.47294
"305",9003583,105086417,"CORVETTE JR. PUBLIC SCHOOL MEAL PROGRAM","NA",43.72649,-79.26216
"306",9003588,105378655,"COSBURN MIDDLE SCHOOL","S",43.69376,-79.33093
"307",9003598,105012811,"COSTCO WHOLESALE","NA",43.75966,-79.29774
"308",9003605,105164907,"COTTINGHAM CHILD CARE CENTRE","NA",43.68039,-79.39561
"309",9003694,105373360,"COURTLEIGH PLACE CHILDCARE CENTRE","S",43.76284,-79.33795
"310",9003700,105136626,"COXWELL CHILD CARE CENTRE","NA",43.66631,-79.31558
"311",9003710,105093321,"CRAIGLEE NURSING HOME","S",43.70691,-79.25307
"312",9003730,105283397,"CRESCENT TOWN DAY CARE CENTRE","NA",43.69552,-79.29272
"313",9003798,105312860,"CUMMER LODGE - KITCHEN","M",43.78826,-79.40751
"314",9003804,105128488,"CURVA NORD BAR","M",43.73137,-79.46477
"315",9003827,105074773,"J & S CONVENIENCE","M",43.66345,-79.37231
"316",9003833,105035541,"D & R WINGS RESTAURANT","M",43.81507,-79.32185
"317",9003860,105033857,"DAIKUANG WAH HERB MARKET","NA",43.65261,-79.39803
"318",9003866,105070016,"DAILY FOOD MART","NA",43.698,-79.39022
"319",9003881,105292129,"FIDDLERS DELL BAR & GRILL","S",43.65816,-79.4876
"320",9003887,105207588,"DAIRY QUEEN","M",43.68423,-79.35712
"321",9003889,105196495,"DAIRY QUEEN","S",43.71004,-79.45336
"322",9003891,105018766,"DAIRY QUEEN","S",43.73961,-79.23696
"323",9003893,105070201,"DAIRY QUEEN","NA",43.76703,-79.28171
"324",9003897,105040372,"DAIRY QUEEN","NA",43.74484,-79.48743
"325",9003898,105159624,"DAIRY QUEEN","M",43.75546,-79.44024
"326",9003924,105084622,"DAILY MART","S",43.75364,-79.2532
